case_id,solver_model,transverse_equation,p,a_over_A5,c_over_a,c_over_A5,index_ratio_squared,wavelength,n1,n5,transverse_root_found,dimensional_outputs_available,kx_A5_over_pi,sqrt_one_minus_kx_A5_over_pi_squared,normalized_coupling,A5,a,c,k0,k1,k5,kx,kz,coupling_magnitude,full_transfer_length,domain_valid,status,status_class,equations_used,q,perturbed_outputs_available,beta_1,beta_2,delta,effective_coupling_magnitude
CP-POINT-010-PERTURBED,exact,eq6,1,1.5999798993705925,2.5,3.9999497484264812,0.69444444444444442,9.9999999999999995e-07,1.8,1.5,1,1,0.44258321868267214,0.89672743603643912,4.4858730832235621e-06,5.0251890762960598e-07,8.0402015126103701e-07,2.0100503781525924e-06,6283185.307179587,11309733.552923257,9424777.9607693814,2766893.2796464018,10966055.563290097,33820154.146832354,4.6445564758084229e-08,1,ok,solution,"(6), (8), (33), (34), Sec. V perturbed delta beta formula",1,1,10546798.996994672,10578011.636523409,-15606.319764368236,33820157.747602515
