case_id,ratio_id,ratio_label,curve_id,curve_label,solver_model,transverse_equation,p,n1_over_n5,index_ratio_squared,a_over_A5,sample_index,c_over_a,c_over_A5,kx_A5_over_pi,sqrt_one_minus_kx_A5_over_pi_squared,normalized_coupling,domain_valid,status
CP-011-FIG11-001,n1_over_n5=1.5,1.5,a_over_A5=0.5,0.5,exact,eq20,1,1.5,0.44444444444444442,0.5,15,0.29999999999999999,0.14999999999999999,0.92924316284511965,0.36946873251413087,0.53610798366241685,1,ok
CP-011-FIG11-001,n1_over_n5=1.5,1.5,a_over_A5=0.5,0.5,exact,eq20,1,1.5,0.44444444444444442,0.5,16,0.32000000000000001,0.16,0.92924316284511965,0.36946873251413087,0.52992124453022871,1,ok
CP-011-FIG11-001,n1_over_n5=1.5,1.5,a_over_A5=0.5,0.5,exact,eq20,1,1.5,0.44444444444444442,0.5,17,0.34000000000000002,0.17000000000000001,0.92924316284511965,0.36946873251413087,0.52380590097925961,1,ok
CP-011-FIG11-001,n1_over_n5=1.5,1.5,a_over_A5=0.5,0.5,exact,eq20,1,1.5,0.44444444444444442,0.5,18,0.35999999999999999,0.17999999999999999,0.92924316284511965,0.36946873251413087,0.51776112909744409,1,ok
CP-011-FIG11-001,n1_over_n5=1.5,1.5,a_over_A5=0.5,0.5,exact,eq20,1,1.5,0.44444444444444442,0.5,19,0.38,0.19,0.92924316284511965,0.36946873251413087,0.51178611448074296,1,ok
CP-011-FIG11-001,n1_over_n5=1.5,1.5,a_over_A5=0.5,0.5,exact,eq20,1,1.5,0.44444444444444442,0.5,20,0.40000000000000002,0.20000000000000001,0.92924316284511965,0.36946873251413087,0.5058800521234208,1,ok
CP-011-FIG11-001,n1_over_n5=1.5,1.5,a_over_A5=0.5,0.5,exact,eq20,1,1.5,0.44444444444444442,0.5,21,0.41999999999999998,0.20999999999999999,0.92924316284511965,0.36946873251413087,0.50004214630958732,1,ok
CP-011-FIG11-001,n1_over_n5=1.5,1.5,a_over_A5=0.5,0.5,exact,eq20,1,1.5,0.44444444444444442,0.5,22,0.44,0.22,0.92924316284511965,0.36946873251413087,0.49427161050599278,1,ok
CP-011-FIG11-001,n1_over_n5=1.5,1.5,a_over_A5=0.5,0.5,exact,eq20,1,1.5,0.44444444444444442,0.5,23,0.46000000000000002,0.23000000000000001,0.92924316284511965,0.36946873251413087,0.4885676672560586,1,ok
CP-011-FIG11-001,n1_over_n5=1.5,1.5,a_over_A5=0.5,0.5,exact,eq20,1,1.5,0.44444444444444442,0.5,24,0.47999999999999998,0.23999999999999999,0.92924316284511965,0.36946873251413087,0.48292954807513211,1,ok
CP-011-FIG11-001,n1_over_n5=1.5,1.5,a_over_A5=0.5,0.5,exact,eq20,1,1.5,0.44444444444444442,0.5,25,0.5,0.25,0.92924316284511965,0.36946873251413087,0.47735649334694941,1,ok
