case_id,curve_id,solver_model,mode_family,p,q,sample_index,a_over_A,a,b,guided,domain_valid,kx,ky,kz,kz_normalized_against_n4
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,10,0.37916666666666671,4.1451119301267533e-07,2.0725559650633766e-07,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,11,0.41208333333333336,4.5049623064784166e-07,2.2524811532392083e-07,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,12,0.44500000000000001,4.8648126828300794e-07,2.4324063414150397e-07,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,13,0.47791666666666671,5.2246630591817433e-07,2.6123315295908716e-07,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,14,0.51083333333333336,5.5845134355334061e-07,2.792256717766703e-07,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,15,0.54375000000000007,5.9443638118850699e-07,2.972181905942535e-07,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,16,0.57666666666666677,6.3042141882367338e-07,3.1521070941183669e-07,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,17,0.60958333333333348,6.6640645645883966e-07,3.3320322822941983e-07,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,18,0.64250000000000007,7.0239149409400594e-07,3.5119574704700297e-07,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,19,0.67541666666666678,7.3837653172917232e-07,3.6918826586458616e-07,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,20,0.70833333333333348,7.743615693643386e-07,3.871807846821693e-07,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,21,0.74125000000000008,8.1034660699950488e-07,4.0517330349975244e-07,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,22,0.77416666666666678,8.4633164463467127e-07,4.2316582231733563e-07,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,23,0.80708333333333349,8.8231668226983765e-07,4.4115834113491883e-07,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,24,0.84000000000000008,9.1830171990500383e-07,4.5915085995250191e-07,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,25,0.87291666666666679,9.5428675754017011e-07,4.7714337877008505e-07,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,26,0.90583333333333349,9.902717951753366e-07,4.951358975876683e-07,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,27,0.9387500000000002,1.0262568328105029e-06,5.1312841640525144e-07,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,28,0.97166666666666679,1.0622418704456692e-06,5.3112093522283458e-07,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,29,1.0045833333333334,1.0982269080808354e-06,5.4911345404041772e-07,0,1,1751606.7628321878,2873641.7963393815,8803436.6121723279,-0.37147174858539628
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,30,1.0375000000000001,1.1342119457160017e-06,5.6710597285800086e-07,0,1,1719789.6221119864,2869158.8811127227,8811168.5139039401,-0.35497980974674304
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,31,1.0704166666666668,1.1701969833511682e-06,5.8509849167558411e-07,0,1,1688945.0511486218,2858811.5043810848,8820493.2405406442,-0.33507115878668753
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,32,1.1033333333333335,1.2061820209863345e-06,6.0309101049316725e-07,0,1,1659043.2601846629,2843847.3511142656,8830999.2251273859,-0.31261524827696197
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,33,1.1362500000000002,1.2421670586215008e-06,6.2108352931075039e-07,0,1,1630053.9120276384,2825248.7742113038,8842360.1610376164,-0.28830184818684262
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,34,1.1691666666666669,1.2781520962566673e-06,6.3907604812833363e-07,0,1,1601946.4921229079,2803796.1664873958,8854317.2578674834,-0.26267884924592116
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,35,1.2020833333333336,1.3141371338918335e-06,6.5706856694591677e-07,0,1,1574690.6006711323,2780114.1316772383,8866665.3560857233,-0.23618162674025861
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,36,1.2350000000000001,1.3501221715269996e-06,6.750610857634998e-07,0,1,1548256.1807771721,2754705.7166994717,8879242.018487433,-0.20915598026039275
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,37,1.2679166666666668,1.3861072091621661e-06,6.9305360458108305e-07,0,1,1522613.6942728262,2727978.1767397849,8891918.9276021067,-0.18187615056379527
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,38,1.3008333333333335,1.4220922467973324e-06,7.1104612339866619e-07,0,1,1497734.2548707782,2700262.6225408465,8904595.0767510906,-0.1545590400834225
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,39,1.3337500000000002,1.4580772844324987e-06,7.2903864221624933e-07,0,1,1473589.7266644272,2671829.1753011607,8917191.3619302157,-0.12737548849845023
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,40,1.3666666666666669,1.4940623220676652e-06,7.4703116103383258e-07,0,1,1450152.7945664958,2642898.7755081123,8929646.2720889989,-0.10045925112588477
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,41,1.3995833333333336,1.5300473597028314e-06,7.6502367985141572e-07,0,1,1427397.012127988,2613652.4680214897,8941912.4439896829,-0.073914176113657221
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,42,1.4325000000000001,1.5660323973379975e-06,7.8301619866899875e-07,0,1,1405296.8312244359,2584238.7621094901,8953953.9001697823,-0.047819962394921728
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,43,1.4654166666666668,1.602017434973164e-06,8.01008717486582e-07,0,1,1383827.6172691868,2554779.5083084465,8965743.8285629489,-0.022236794265310379
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,44,1.4983333333333335,1.6380024726083303e-06,8.1900123630416514e-07,1,1,1362965.6529744086,2525374.6220788928,8977262.7931222003,0.0027909170774309254
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,45,1.5312500000000002,1.6739875102434968e-06,8.3699375512174838e-07,1,1,1342688.1331146879,2496105.9034197768,8988497.2885299474,0.027231504773655806
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,46,1.5641666666666669,1.709972547878663e-06,8.5498627393933152e-07,1,1,1322973.1523070084,2467040.1423987262,8999438.5704816263,0.051063588609739981
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,47,1.5970833333333336,1.7459575855138293e-06,8.7297879275691466e-07,1,1,1303799.6874419344,2438231.6567806113,9010081.7073267121,0.074274076455426649
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,48,1.6300000000000001,1.7819426231489956e-06,8.909713115744978e-07,1,1,1285147.5760950381,2409724.3750989763,9020424.8100361191,0.096856536082351646
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,49,1.6629166666666668,1.8179276607841619e-06,9.0896383039208094e-07,1,1,1266997.4920012564,2381553.5538063403,9030468.4062023703,0.11880986666420087
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,50,1.6958333333333335,1.8539126984193282e-06,9.2695634920966408e-07,1,1,1249330.9184533781,2353747.1982520064,9040214.9306707047,0.14013721346010152
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,51,1.7287500000000002,1.8898977360544947e-06,9.4494886802724733e-07,1,1,1232130.1203316366,2326327.242717233,9049668.3108370025,0.16084508036707099
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,52,1.7616666666666669,1.9258827736896611e-06,9.6294138684483057e-07,1,1,1215378.1153178555,2299310.5335657476,9058833.628941657,0.18094260384560404
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,53,1.7945833333333336,1.9618678113248274e-06,9.8093390566241371e-07,1,1,1199058.6447495695,2272709.6507870574,9067716.8471162003,0.20044095876084594
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,54,1.8275000000000003,1.9978528489599937e-06,9.9892642447999685e-07,1,1,1183156.1444512624,2246533.5963609582,9076324.5836667269,0.21935287228082664
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,55,1.8604166666666668,2.03383788659516e-06,1.01691894329758e-06,1,1,1167655.7158309068,2220788.372464153,9084663.9312535767,0.23769222644040866
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,56,1.8933333333333335,2.0698229242303263e-06,1.0349114621151631e-06,1,1,1152543.0974456361,2195477.4682233566,9092742.3093838003,0.25547373359198583
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,57,1.9262500000000002,2.1058079618654925e-06,1.0529039809327463e-06,1,1,1137804.6372018824,2170602.2703203242,9100567.3450310994,0.27271267183977221
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,58,1.9591666666666669,2.1417929995006588e-06,1.0708964997503294e-06,1,1,1123427.265311501,2146162.4099733164,9108146.776341306,0.28942466991166876
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,59,1.9920833333333337,2.1777780371358251e-06,1.0888890185679126e-06,1,1,1109398.4680868788,2122156.0566214342,9115488.3752959557,0.30562553280976273
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,60,2.0250000000000004,2.2137630747709918e-06,1.1068815373854959e-06,1,1,1095706.2626357712,2098580.1668257397,9122599.8859552462,0.3213311011296478
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,61,2.0579166666666668,2.2497481124061577e-06,1.1248740562030788e-06,1,1,1082339.1725009801,2075430.6954766,9129488.9754984472,0.33655713817436111
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,62,2.0908333333333333,2.2857331500413239e-06,1.142866575020662e-06,1,1,1069286.2042500754,2052702.7751677115,9136163.1957853902,0.35131924004068099
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,63,2.1237500000000002,2.3217181876764906e-06,1.1608590938382453e-06,1,1,1056536.825042618,2030390.8686444946,9142629.9535559341,0.36563276467335387
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,64,2.1566666666666667,2.3577032253116565e-06,1.1788516126558283e-06,1,1,1044080.9411533186,2008488.8984309419,9148896.487719398,0.37951277658326288
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,65,2.1895833333333332,2.3936882629468228e-06,1.1968441314734114e-06,1,1,1031908.8774485149,1986990.3570803339,9154969.8524526544,0.39297400448364944
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,66,2.2225000000000001,2.4296733005819891e-06,1.2148366502909945e-06,1,1,1020011.3577944104,1965888.400921532,9160856.9050551634,0.40603080958160137
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,67,2.2554166666666666,2.4656583382171553e-06,1.2328291691085777e-06,1,1,1008379.486378119,1945175.9297713989,9166564.2976795863,0.41869716261957157
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,68,2.2883333333333336,2.501643375852322e-06,1.250821687926161e-06,1,1,997004.72990297386,1924845.654649999,9172098.4722216316,0.43098662811206284
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,69,2.32125,2.5376284134874879e-06,1.268814206743744e-06,1,1,985878.90064012213,1904890.1552543051,9177465.6577669699,0.4429123544636665
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,70,2.354166666666667,2.5736134511226546e-06,1.2868067255613273e-06,1,1,974994.14030341455,1885301.9286670904,9182671.8701009043,0.45448706888476603
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,71,2.3870833333333334,2.6095984887578209e-06,1.3047992443789104e-06,1,1,964342.90470675053,1866073.4305660184,9187722.9128702823,0.46572307620001124
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,72,2.4199999999999999,2.6455835263929867e-06,1.3227917631964934e-06,1,1,953917.94917872106,1847197.1099966704,9192624.380059205,0.47663226079934301
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,73,2.4529166666666669,2.6815685640281534e-06,1.3407842820140767e-06,1,1,943712.31470286148,1828665.4386360401,9197381.6594952997,0.48722609109992471
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,74,2.4858333333333333,2.7175536016633197e-06,1.3587768008316599e-06,1,1,933719.31474267459,1810470.9353122939,9201999.9371587783,0.49751562600765992
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,75,2.5187500000000003,2.7535386392984864e-06,1.3767693196492432e-06,1,1,923932.52272561437,1792606.1864694864,9206484.2020982951,0.50751152293541446
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,76,2.5516666666666667,2.7895236769336523e-06,1.3947618384668261e-06,1,1,914345.76015564881,1775063.8631365476,9210839.2517987415,0.51722404702510993
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,77,2.5845833333333332,2.8255087145688186e-06,1.4127543572844093e-06,1,1,904953.08531780797,1757836.7348951665,9215069.6978715863,0.52666308127652361
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,78,2.6175000000000002,2.8614937522039853e-06,1.4307468761019926e-06,1,1,895748.78255087184,1740917.6812771775,9219179.9719595127,0.53583813733206309
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,79,2.6504166666666666,2.8974787898391511e-06,1.4487393949195756e-06,1,1,886727.35205715708,1724299.700947542,9223174.3317704983,0.54475836671857969
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,80,2.6833333333333336,2.9334638274743178e-06,1.4667319137371589e-06,1,1,877883.50022228807,1707975.9189924544,9227056.8671697043,0.55343257237671184
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,81,2.7162500000000001,2.9694488651094841e-06,1.4847244325547421e-06,1,1,869212.13041914441,1691939.5925732763,9230831.5062739309,0.56186922034477382
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,82,2.749166666666667,3.0054339027446504e-06,1.5027169513723252e-06,1,1,860708.33427147905,1676184.1151932837,9234502.0215003248,0.57007645147994979
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,83,2.7820833333333335,3.0414189403798167e-06,1.5207094701899083e-06,1,1,852367.38335074577,1660703.0197693342,9238072.035534963,0.57806209313090717
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,84,2.8149999999999999,3.0774039780149829e-06,1.5387019890074915e-06,1,1,844184.72128751362,1645489.9806822627,9241545.0271923281,0.58583367068829939
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,85,2.8479166666666669,3.1133890156501492e-06,1.5566945078250746e-06,1,1,836155.95627329219,1630538.8149595424,9244924.3371432349,0.59339841895472545
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,86,2.8808333333333334,3.1493740532853155e-06,1.5746870266426578e-06,1,1,828276.85392891744,1615843.4827222214,9248213.173494326,0.60076329328845723
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,87,2.9137500000000003,3.1853590909204822e-06,1.5926795454602411e-06,1,1,820543.33052937349,1601398.087001964,9251414.6172071695,0.60793498048672212
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,88,2.9466666666666668,3.2213441285556481e-06,1.610672064277824e-06,1,1,812951.44655596849,1587196.8730294928,9254531.627348423,0.61491990938239327
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,89,2.9795833333333337,3.2573291661908148e-06,1.6286645830954074e-06,1,1,805497.40056443587,1573234.2270852462,9257567.0461636782,0.62172426113099866
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,90,3.0125000000000002,3.293314203825981e-06,1.6466571019129905e-06,1,1,798177.52335163951,1559504.6749684422,9260523.6039746739,0.62835397918111824
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,91,3.0454166666666667,3.3292992414611469e-06,1.6646496207305735e-06,1,1,790988.27240422729,1546002.8801642731,9263403.9238957409,0.63481477891317328
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,92,3.0783333333333336,3.3652842790963136e-06,1.6826421395481568e-06,1,1,783926.22661321971,1532723.6417549611,9266210.5263714809,0.64111215694567403
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,93,3.1112500000000001,3.4012693167314799e-06,1.7006346583657399e-06,1,1,776988.08124179207,1519661.8921276084,9268945.8335361741,0.64725140010504489
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,94,3.144166666666667,3.4372543543666466e-06,1.7186271771833233e-06,1,1,770170.64313612971,1506812.6945082354,9271612.1733992081,0.65323759406394089
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,95,3.1770833333333335,3.4732393920018124e-06,1.7366196960009062e-06,1,1,763470.82615876081,1494171.2403749435,9274211.7838577051,0.65907563164638794
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,96,3.21,3.5092244296369787e-06,1.7546122148184894e-06,1,1,756885.64684144116,1481732.8467606488,9276746.8165429775,0.66477022081056292
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,97,3.2429166666666669,3.5452094672721454e-06,1.7726047336360727e-06,1,1,750412.22023765079,1469492.9534898221,9279219.3405030593,0.67032589231051065
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,98,3.2758333333333334,3.5811945049073113e-06,1.7905972524536556e-06,1,1,744047.75597470556,1457447.1203583861,9281631.3457275555,0.67574700704735358
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,99,3.3087500000000003,3.617179542542478e-06,1.808589771271239e-06,1,1,737789.55448262033,1445591.024278977,9283984.7465204652,0.68103776311945308
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,100,3.3416666666666668,3.6531645801776443e-06,1.8265822900888221e-06,1,1,731635.00340199983,1433920.4564150998,9286281.3847242184,0.6862022025758111
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,101,3.3745833333333337,3.6891496178128106e-06,1.8445748089064053e-06,1,1,725581.5741543076,1422431.3193100579,9288523.0328022465,0.69124421788640711
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,102,3.4075000000000002,3.7251346554479768e-06,1.8625673277239884e-06,1,1,719626.81867025059,1411119.6240237246,9290711.3967849594,0.69616755813782738
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,103,3.4404166666666667,3.7611196930831427e-06,1.8805598465415713e-06,1,1,713768.36626486527,1399981.4872915226,9292848.1190840974,0.70097583496299953
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,104,3.4733333333333336,3.7971047307183094e-06,1.8985523653591547e-06,1,1,708003.92065503402,1389013.1287089004,9294934.7811813969,0.70567252821618343
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,105,3.5062500000000001,3.8330897683534752e-06,1.9165448841767376e-06,1,1,702331.25711161597,1378210.867953036,9296972.9061961044,0.71026099140135357
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,106,3.539166666666667,3.8690748059886424e-06,1.9345374029943212e-06,1,1,696748.2197363663,1367571.122044415,9298963.961337233,0.71474445686536658
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,107,3.5720833333333335,3.9050598436238087e-06,1.9525299218119043e-06,1,1,691252.71886138082,1357090.4026515181,9300909.3602454886,0.71912604076524556
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,108,3.6050000000000004,3.9410448812589749e-06,1.9705224406294875e-06,1,1,685842.72856255015,1346765.3134523714,9302810.4652284347,0.72340874781597775
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,109,3.6379166666666669,3.9770299188941412e-06,1.9885149594470706e-06,1,1,680516.28428213974,1336592.5475392039,9304668.5893960651,0.72759547583347495
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,110,3.6708333333333334,4.0130149565293075e-06,2.0065074782646537e-06,1,1,675271.48055558722,1326568.8848858471,9306484.998698771,0.73168902007577319
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,111,3.7037500000000003,4.0489999941644738e-06,2.0244999970822369e-06,1,1,670106.4688356542,1316691.1898687067,9308260.9138738159,0.73569207739494857
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,112,3.7366666666666668,4.0849850317996401e-06,2.04249251589982e-06,1,1,665019.45541165059,1306956.4088465408,9309997.5123038143,0.73960725020642459
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,113,3.7695833333333337,4.1209700694348063e-06,2.0604850347174032e-06,1,1,660008.6994165451,1297361.5677997,9311695.929791471,0.74343705028415363
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,114,3.8025000000000002,4.1569551070699726e-06,2.0784775535349863e-06,1,1,655072.51091868593,1287903.7700294806,9313357.262254402,0.74718390238925558
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,115,3.8354166666666671,4.1929401447051389e-06,2.0964700723525694e-06,1,1,650209.24909683876,1278580.193917593,9314982.5673435833,0.75085014773915448
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,116,3.8683333333333336,4.2289251823403052e-06,2.1144625911701526e-06,1,1,645417.32048872346,1269388.0907424712,9316572.8659898657,0.75443804732632536
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,117,3.9012500000000001,4.2649102199754715e-06,2.1324551099877357e-06,1,1,640695.1773137222,1260324.7825609283,9318129.1438804362,0.75794978509007371
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,118,3.934166666666667,4.3008952576106377e-06,2.1504476288053189e-06,1,1,636041.31586778222,1251387.6601460062,9319652.3528695926,0.76138747095043235
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,119,3.9670833333333335,4.336880295245804e-06,2.168440147622902e-06,1,1,631454.2749807213,1242574.1809783939,9321143.4123276267,0.7647531437120253
SG-008-METAL-001,E_x_1_1,exact,E_x,1,1,120,4.0000000000000009,4.3728653328809711e-06,2.1864326664404856e-06,1,1,626932.63453985588,1233881.8673045114,9322603.2104284223,0.76804877383860759
SG-008-METAL-001,E_y_2_1,exact,E_y,2,1,0,0.050000000000000003,5.4660816661012134e-08,2.7330408330506067e-08,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_y_2_1,exact,E_y,2,1,1,0.082916666666666666,9.064585429617844e-08,4.532292714808922e-08,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_y_2_1,exact,E_y,2,1,2,0.11583333333333334,1.2663089193134477e-07,6.3315445965672386e-08,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_y_2_1,exact,E_y,2,1,3,0.14874999999999999,1.6261592956651108e-07,8.130796478325554e-08,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_y_2_1,exact,E_y,2,1,4,0.1816666666666667,1.9860096720167744e-07,9.9300483600838719e-08,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_y_2_1,exact,E_y,2,1,5,0.21458333333333335,2.3458600483684374e-07,1.1729300241842187e-07,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_y_2_1,exact,E_y,2,1,6,0.2475,2.7057104247201005e-07,1.3528552123600503e-07,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_y_2_1,exact,E_y,2,1,7,0.2804166666666667,3.0655608010717638e-07,1.5327804005358819e-07,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_y_2_1,exact,E_y,2,1,8,0.31333333333333335,3.4254111774234272e-07,1.7127055887117136e-07,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_y_2_1,exact,E_y,2,1,9,0.34625,3.78526155377509e-07,1.892630776887545e-07,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_y_2_1,exact,E_y,2,1,10,0.37916666666666671,4.1451119301267533e-07,2.0725559650633766e-07,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_y_2_1,exact,E_y,2,1,11,0.41208333333333336,4.5049623064784166e-07,2.2524811532392083e-07,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_y_2_1,exact,E_y,2,1,12,0.44500000000000001,4.8648126828300794e-07,2.4324063414150397e-07,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_y_2_1,exact,E_y,2,1,13,0.47791666666666671,5.2246630591817433e-07,2.6123315295908716e-07,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_y_2_1,exact,E_y,2,1,14,0.51083333333333336,5.5845134355334061e-07,2.792256717766703e-07,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_y_2_1,exact,E_y,2,1,15,0.54375000000000007,5.9443638118850699e-07,2.972181905942535e-07,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_y_2_1,exact,E_y,2,1,16,0.57666666666666677,6.3042141882367338e-07,3.1521070941183669e-07,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_y_2_1,exact,E_y,2,1,17,0.60958333333333348,6.6640645645883966e-07,3.3320322822941983e-07,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_y_2_1,exact,E_y,2,1,18,0.64250000000000007,7.0239149409400594e-07,3.5119574704700297e-07,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_y_2_1,exact,E_y,2,1,19,0.67541666666666678,7.3837653172917232e-07,3.6918826586458616e-07,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_y_2_1,exact,E_y,2,1,20,0.70833333333333348,7.743615693643386e-07,3.871807846821693e-07,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_y_2_1,exact,E_y,2,1,21,0.74125000000000008,8.1034660699950488e-07,4.0517330349975244e-07,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_y_2_1,exact,E_y,2,1,22,0.77416666666666678,8.4633164463467127e-07,4.2316582231733563e-07,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_y_2_1,exact,E_y,2,1,23,0.80708333333333349,8.8231668226983765e-07,4.4115834113491883e-07,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_y_2_1,exact,E_y,2,1,24,0.84000000000000008,9.1830171990500383e-07,4.5915085995250191e-07,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_y_2_1,exact,E_y,2,1,25,0.87291666666666679,9.5428675754017011e-07,4.7714337877008505e-07,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_y_2_1,exact,E_y,2,1,26,0.90583333333333349,9.902717951753366e-07,4.951358975876683e-07,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_y_2_1,exact,E_y,2,1,27,0.9387500000000002,1.0262568328105029e-06,5.1312841640525144e-07,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_y_2_1,exact,E_y,2,1,28,0.97166666666666679,1.0622418704456692e-06,5.3112093522283458e-07,0,1,nan,nan,nan,nan
SG-008-METAL-001,E_y_2_1,exact,E_y,2,1,29,1.0045833333333334,1.0982269080808354e-06,5.4911345404041772e-07,0,1,2873641.796339402,1751606.7628308809,8803436.6121725813,-0.37147174858485515
SG-008-METAL-001,E_y_2_1,exact,E_y,2,1,30,1.0375000000000001,1.1342119457160017e-06,5.6710597285800086e-07,0,1,2869158.8811127227,1719789.6221132933,8811168.5139036849,-0.35497980974728793
SG-008-METAL-001,E_y_2_1,exact,E_y,2,1,31,1.0704166666666668,1.1701969833511682e-06,5.8509849167558411e-07,0,1,2858811.5043810848,1688945.0511486218,8820493.2405406442,-0.33507115878668753
SG-008-METAL-001,E_y_2_1,exact,E_y,2,1,32,1.1033333333333335,1.2061820209863345e-06,6.0309101049316725e-07,0,1,2843847.3511142656,1659043.260183356,8830999.2251276318,-0.31261524827643594
