case_id,curve_id,solver_model,mode_family,p,q,sample_index,a_over_A,a,b,guided,domain_valid,kx,ky,kz,kz_normalized_against_n4
SG-008-METAL-001,E_y_1_1,exact,E_y,1,1,52,1.7616666666666669,1.9258827736896611e-06,9.6294138684483057e-07,1,1,1188471.8760154075,1215378.1153185091,9270211.9849833809,0.65009381935126942
SG-008-METAL-001,E_y_1_1,exact,E_y,1,1,53,1.7945833333333336,1.9618678113248274e-06,9.8093390566241371e-07,1,1,1172778.8157397993,1199058.6447495695,9274334.8993665073,0.65935215711029749
SG-008-METAL-001,E_y_1_1,exact,E_y,1,1,54,1.8275000000000003,1.9978528489599937e-06,9.9892642447999685e-07,1,1,1157483.6384554203,1183156.1444512624,9278297.9459790736,0.66825537922992273
SG-008-METAL-001,E_y_1_1,exact,E_y,1,1,55,1.8604166666666668,2.03383788659516e-06,1.01691894329758e-06,1,1,1142572.0271667214,1167655.7158315601,9282109.0761650875,0.67682089971527259
SG-008-METAL-001,E_y_1_1,exact,E_y,1,1,56,1.8933333333333335,2.0698229242303263e-06,1.0349114621151631e-06,1,1,1128030.2987759593,1152543.0974462894,9285775.7706815526,0.68506512101551076
SG-008-METAL-001,E_y_1_1,exact,E_y,1,1,57,1.9262500000000002,2.1058079618654925e-06,1.0529039809327463e-06,1,1,1113845.3733880888,1137804.6372018824,9289305.0709699541,0.69300349951496554
SG-008-METAL-001,E_y_1_1,exact,E_y,1,1,58,1.9591666666666669,2.1417929995006588e-06,1.0708964997503294e-06,1,1,1100004.7449361817,1123427.2653108477,9292703.6082336307,0.70065060661521572
SG-008-METAL-001,E_y_1_1,exact,E_y,1,1,59,1.9920833333333337,2.1777780371358251e-06,1.0888890185679126e-06,1,1,1086496.4531260859,1109398.4680862252,9295977.6304677408,0.70802018567848202
SG-008-METAL-001,E_y_1_1,exact,E_y,1,1,60,2.0250000000000004,2.2137630747709918e-06,1.1068815373854959e-06,1,1,1073309.0566918096,1095706.2626364245,9299133.0275809541,0.71512520509252142
SG-008-METAL-001,E_y_1_1,exact,E_y,1,1,61,2.0579166666666668,2.2497481124061577e-06,1.1248740562030788e-06,1,1,1060431.6079198271,1082339.1725009801,9302175.3547435738,0.72197790771349202
SG-008-METAL-001,E_y_1_1,exact,E_y,1,1,62,2.0908333333333333,2.2857331500413239e-06,1.142866575020662e-06,1,1,1047853.6284246591,1069286.2042507289,9305109.8540855832,0.72858985692338818
SG-008-METAL-001,E_y_1_1,exact,E_y,1,1,63,2.1237500000000002,2.3217181876764906e-06,1.1608590938382453e-06,1,1,1035565.0861208414,1056536.8250432713,9307941.4748664629,0.73497197953980242
SG-008-METAL-001,E_y_1_1,exact,E_y,1,1,64,2.1566666666666667,2.3577032253116565e-06,1.1788516126558283e-06,1,1,1023556.3733605728,1044080.9411533186,9310674.8922233135,0.74113460578547474
SG-008-METAL-001,E_y_1_1,exact,E_y,1,1,65,2.1895833333333332,2.3936882629468228e-06,1.1968441314734114e-06,1,1,1011818.2861821519,1031908.8774478615,9313314.5246037934,0.74708750652880485
SG-008-METAL-001,E_y_1_1,exact,E_y,1,1,66,2.2225000000000001,2.4296733005819891e-06,1.2148366502909945e-06,1,1,1000342.0046300081,1020011.3577944104,9315864.5499785729,0.752839927983179
SG-008-METAL-001,E_y_1_1,exact,E_y,1,1,67,2.2554166666666666,2.4656583382171553e-06,1.2328291691085777e-06,1,1,989119.07408685284,1008379.4863787724,9318328.9209241979,0.75840062404731734
SG-008-METAL-001,E_y_1_1,exact,E_y,1,1,68,2.2883333333333336,2.501643375852322e-06,1.250821687926161e-06,1,1,978141.38758790889,997004.72990232043,9320711.3786579762,0.7637778864504855
SG-008-METAL-001,E_y_1_1,exact,E_y,1,1,69,2.32125,2.5376284134874879e-06,1.268814206743744e-06,1,1,967401.16905382613,985878.90064044879,9323015.4661026672,0.76897957286005025
SG-008-METAL-001,E_y_1_1,exact,E_y,1,1,70,2.354166666666667,2.5736134511226546e-06,1.2868067255613273e-06,1,1,956890.95740243001,974994.14030341455,9325244.5400546845,0.77401313310169717
SG-008-METAL-001,E_y_1_1,exact,E_y,1,1,71,2.3870833333333334,2.6095984887578209e-06,1.3047992443789104e-06,1,1,946603.59149944747,964342.90470609721,9327401.7825173382,0.77888563361693164
SG-008-METAL-001,E_y_1_1,exact,E_y,1,1,72,2.4199999999999999,2.6455835263929867e-06,1.3227917631964934e-06,1,1,936532.19589919993,953917.94917872106,9329490.2112646624,0.78360378029309274
SG-008-METAL-001,E_y_1_1,exact,E_y,1,1,73,2.4529166666666669,2.6815685640281534e-06,1.3407842820140767e-06,1,1,926670.16733214178,943712.31470286148,9331512.6896907259,0.78817393977853345
