case_id,solver_model,solver_algorithm,mode_family,p,q,wavelength,a,b,n1,n2,n3,n4,n5,status,status_class,guided,domain_valid,iter_count_kx,iter_count_ky,k0,k1,k2,k3,k4,k5,A2,A3,A4,A5,kx,ky,kz,xi3,xi5,eta2,eta4,b_over_A4,kz_normalized_against_n4,critical_external_index,critical_external_wave_number,kx_A3_over_pi_squared,kx_A5_over_pi_squared,ky_A2_over_pi_squared,ky_A4_over_pi_squared
SG-ROOT-SECANT-FIG7,exact,secant,E_y,2,1,9.9999999999999995e-07,2.5000000000000001e-05,5.0000000000000004e-06,1.5,1.425,1.4970000000000001,1.425,1.4970000000000001,below_cutoff,physical_limit,0,1,5,5,6283185.307179587,9424777.9607693814,8953539.0627309121,9405928.4048478417,8953539.0627309121,9405928.4048478417,1.0675210253672479e-06,5.2730999764029102e-06,1.0675210253672479e-06,5.2730999764029102e-06,220934.80739717424,559152.99255573552,9405582.1378371157,1.8073455442243687e-06,1.8073455442243687e-06,3.4610726068596548e-07,3.4610726068596548e-07,4.6837484987987974,0.95826326326428035,1.4970000000000001,9405928.4048478417,0.13751831770032411,0.13751831770032411,0.036100601376433443,0.036100601376433443
