case_id,curve_id,curve_label,solver_model,transverse_equation,p,a_over_A5,sample_index,c_over_a,c_over_A5,kx_A5_over_pi,sqrt_one_minus_kx_A5_over_pi_squared,normalized_coupling,domain_valid,status
CP-010-FIG10-001,a_over_A5=0.5,0.5,exact,eq6,1,0.5,115,2.3000000000000003,1.1500000000000001,0.80616259520668487,0.59169406798583235,0.090695365201172579,1,ok
CP-010-FIG10-001,a_over_A5=0.5,0.5,exact,eq6,1,0.5,116,2.3199999999999998,1.1599999999999999,0.80616259520668487,0.59169406798583235,0.089025036407865688,1,ok
CP-010-FIG10-001,a_over_A5=0.5,0.5,exact,eq6,1,0.5,117,2.3399999999999999,1.1699999999999999,0.80616259520668487,0.59169406798583235,0.087385469917258179,1,ok
CP-010-FIG10-001,a_over_A5=0.5,0.5,exact,eq6,1,0.5,118,2.3599999999999999,1.1799999999999999,0.80616259520668487,0.59169406798583235,0.085776099182649071,1,ok
CP-010-FIG10-001,a_over_A5=0.5,0.5,exact,eq6,1,0.5,119,2.3799999999999999,1.1899999999999999,0.80616259520668487,0.59169406798583235,0.084196368091379648,1,ok
CP-010-FIG10-001,a_over_A5=0.5,0.5,exact,eq6,1,0.5,120,2.3999999999999999,1.2,0.80616259520668487,0.59169406798583235,0.082645730772670428,1,ok
CP-010-FIG10-001,a_over_A5=0.5,0.5,exact,eq6,1,0.5,121,2.4199999999999999,1.21,0.80616259520668487,0.59169406798583235,0.081123651408997535,1,ok
CP-010-FIG10-001,a_over_A5=0.5,0.5,exact,eq6,1,0.5,122,2.4399999999999999,1.22,0.80616259520668487,0.59169406798583235,0.079629604050942562,1,ok
CP-010-FIG10-001,a_over_A5=0.5,0.5,exact,eq6,1,0.5,123,2.46,1.23,0.80616259520668487,0.59169406798583235,0.078163072435452688,1,ok
CP-010-FIG10-001,a_over_A5=0.5,0.5,exact,eq6,1,0.5,124,2.48,1.24,0.80616259520668487,0.59169406798583235,0.076723549807447611,1,ok
CP-010-FIG10-001,a_over_A5=0.5,0.5,exact,eq6,1,0.5,125,2.5,1.25,0.80616259520668487,0.59169406798583235,0.075310538744712094,1,ok
CP-010-FIG10-001,a_over_A5=0.5,0.5,exact,eq6,1,0.5,126,2.52,1.26,0.80616259520668487,0.59169406798583235,0.073923550986013248,1,ok
CP-010-FIG10-001,a_over_A5=0.5,0.5,exact,eq6,1,0.5,127,2.54,1.27,0.80616259520668487,0.59169406798583235,0.072562107262383643,1,ok
CP-010-FIG10-001,a_over_A5=0.5,0.5,exact,eq6,1,0.5,128,2.5600000000000001,1.28,0.80616259520668487,0.59169406798583235,0.071225737131511535,1,ok
CP-010-FIG10-001,a_over_A5=0.5,0.5,exact,eq6,1,0.5,129,2.5800000000000001,1.29,0.80616259520668487,0.59169406798583235,0.069913978815180994,1,ok
CP-010-FIG10-001,a_over_A5=0.5,0.5,exact,eq6,1,0.5,130,2.6000000000000001,1.3,0.80616259520668487,0.59169406798583235,0.068626379039706073,1,ok
CP-010-FIG10-001,a_over_A5=0.5,0.5,exact,eq6,1,0.5,131,2.6200000000000001,1.3100000000000001,0.80616259520668487,0.59169406798583235,0.067362492879303557,1,ok
CP-010-FIG10-001,a_over_A5=0.5,0.5,exact,eq6,1,0.5,132,2.6400000000000001,1.3200000000000001,0.80616259520668487,0.59169406798583235,0.066121883602350315,1,ok
CP-010-FIG10-001,a_over_A5=0.5,0.5,exact,eq6,1,0.5,133,2.6600000000000001,1.3300000000000001,0.80616259520668487,0.59169406798583235,0.06490412252047241,1,ok
CP-010-FIG10-001,a_over_A5=0.5,0.5,exact,eq6,1,0.5,134,2.6800000000000002,1.3400000000000001,0.80616259520668487,0.59169406798583235,0.063708788840412839,1,ok
CP-010-FIG10-001,a_over_A5=0.5,0.5,exact,eq6,1,0.5,135,2.7000000000000002,1.3500000000000001,0.80616259520668487,0.59169406798583235,0.062535469518628164,1,ok
CP-010-FIG10-001,a_over_A5=0.5,0.5,exact,eq6,1,0.5,136,2.7200000000000002,1.3600000000000001,0.80616259520668487,0.59169406798583235,0.061383759118562628,1,ok
CP-010-FIG10-001,a_over_A5=0.5,0.5,exact,eq6,1,0.5,137,2.7400000000000002,1.3700000000000001,0.80616259520668487,0.59169406798583235,0.060253259670550854,1,ok
CP-010-FIG10-001,a_over_A5=0.5,0.5,exact,eq6,1,0.5,138,2.7600000000000002,1.3800000000000001,0.80616259520668487,0.59169406798583235,0.059143580534300827,1,ok
CP-010-FIG10-001,a_over_A5=0.5,0.5,exact,eq6,1,0.5,139,2.7800000000000002,1.3900000000000001,0.80616259520668487,0.59169406798583235,0.058054338263909371,1,ok
CP-010-FIG10-001,a_over_A5=0.5,0.5,exact,eq6,1,0.5,140,2.8000000000000003,1.4000000000000001,0.80616259520668487,0.59169406798583235,0.05698515647536375,1,ok
CP-010-FIG10-001,a_over_A5=0.5,0.5,exact,eq6,1,0.5,141,2.8199999999999998,1.4099999999999999,0.80616259520668487,0.59169406798583235,0.055935665716483514,1,ok
CP-010-FIG10-001,a_over_A5=0.5,0.5,exact,eq6,1,0.5,142,2.8399999999999999,1.4199999999999999,0.80616259520668487,0.59169406798583235,0.05490550333925738,1,ok
CP-010-FIG10-001,a_over_A5=0.5,0.5,exact,eq6,1,0.5,143,2.8599999999999999,1.4299999999999999,0.80616259520668487,0.59169406798583235,0.05389431337453153,1,ok
CP-010-FIG10-001,a_over_A5=0.5,0.5,exact,eq6,1,0.5,144,2.8799999999999999,1.4399999999999999,0.80616259520668487,0.59169406798583235,0.05290174640900569,1,ok
CP-010-FIG10-001,a_over_A5=0.5,0.5,exact,eq6,1,0.5,145,2.8999999999999999,1.45,0.80616259520668487,0.59169406798583235,0.051927459464494424,1,ok
CP-010-FIG10-001,a_over_A5=0.5,0.5,exact,eq6,1,0.5,146,2.9199999999999999,1.46,0.80616259520668487,0.59169406798583235,0.050971115879412297,1,ok
CP-010-FIG10-001,a_over_A5=0.5,0.5,exact,eq6,1,0.5,147,2.9399999999999999,1.47,0.80616259520668487,0.59169406798583235,0.050032385192441499,1,ok
CP-010-FIG10-001,a_over_A5=0.5,0.5,exact,eq6,1,0.5,148,2.96,1.48,0.80616259520668487,0.59169406798583235,0.049110943028342027,1,ok
CP-010-FIG10-001,a_over_A5=0.5,0.5,exact,eq6,1,0.5,149,2.98,1.49,0.80616259520668487,0.59169406798583235,0.048206470985865113,1,ok
