case_id,solver_model,transverse_equation,p,a_over_A5,c_over_a,c_over_A5,index_ratio_squared,wavelength,n1,n5,transverse_root_found,dimensional_outputs_available,kx_A5_over_pi,sqrt_one_minus_kx_A5_over_pi_squared,normalized_coupling,A5,a,c,k0,k1,k5,kx,kz,coupling_magnitude,full_transfer_length,domain_valid,status,status_class,equations_used
CP-POINT-010-BASE,exact,eq6,1,1.6000000000000001,2.5,4,0.44444444444444442,9.9999999999999995e-07,1.8,1.5,1,1,0.44257936740689396,0.89672933683788536,4.4850623954654968e-06,5.0251890762960598e-07,8.0403025220736965e-07,2.0100756305184243e-06,6283185.307179587,11309733.552923257,9424777.9607693814,2766869.2026624158,10966061.638230763,33813636.092490077,4.6454522740420882e-08,1,ok,solution,"(6), (8), (33), (34)"
