case_id,solver_model,mode_family,p,q,wavelength,a,b,n1,n2,n3,n4,n5,status,status_class,guided,domain_valid,k0,k1,k2,k3,k4,k5,A2,A3,A4,A5,kx,ky,kz,xi3,xi5,eta2,eta4,b_over_A4,kz_normalized_against_n4,critical_external_index,critical_external_wave_number,kx_A3_over_pi_squared,kx_A5_over_pi_squared,ky_A2_over_pi_squared,ky_A4_over_pi_squared
SG-POINT-001,closed_form,E_y,1,1,9.9999999999999995e-07,3.54e-06,1.77e-06,1.5,1.4851485148514851,1.4851485148514851,1.4851485148514851,1.4851485148514851,ok,solution,1,1,6283185.307179587,9424777.9607693814,9331463.3274944369,9331463.3274944369,9331463.3274944369,9331463.3274944369,2.3746635733906078e-06,2.3746635733906078e-06,2.3746635733906078e-06,2.3746635733906078e-06,621881.09331469017,966058.25912621256,9354487.4234538376,8.5639301488686852e-07,8.5639301488686852e-07,1.1063658149450954e-06,1.1063658149450954e-06,0.74536874184360646,0.2458115140693124,1.4851485148514851,9331463.3274944369,0.22096278859134316,0.22096278859134316,0.533225697339341,0.533225697339341
